nif_declarante,nif_contraparte,importe,is_circular
B0078986F,J0013642B,10540,False
S0081424K,D0062239N,8200,False
F0029931Q,G0071231V,197232,False
P0070952M,J0002787M,79094,False
C0005760T,B0012699H,24275,False
G0066344Q,P0086541J,15762,False
G0011990D,H0089889N,30274,False
C0046211K,G0083850Z,12732,False
F0060590E,G0051184Z,28098,False
H0025440S,V0060855B,14435,False
V0081591D,F0096222H,13285,False
B0083075T,W0020057Q,51322,False
P0041606H,G0014276B,85494,False
W0094950A,P0033814Z,30382,False
D0083222Z,V0023309J,7623,False
N0067386S,J0079458K,155558,False
V0048195Y,V0049710N,17048,False
R0094401Q,B0003277D,13891,False
S0093292B,J0068150F,41379,False
W0079477D,A0047086Z,55680,False
R0033976J,N0076269L,49324,False
N0005751E,H0021177T,1453,False
N0009581H,V0096354Q,51203,False
Q0051791L,N0078069Z,34234,False
G0041212H,W0082340P,29822,False
N0094387F,P0013145W,15142,False
B0098280N,C0096377B,57712,False
R0059190E,J0049655Y,70938,False
U0096856Y,B0093941C,35588,False
D0082331Q,D0030198L,14729,False
H0064494K,V0097200F,38709,False
H0087549Z,Q0029733N,3564,False
V0098764G,S0022647R,4012,False
G0032241R,G0021700S,5698,False
C0015776E,W0030272R,16050,False
S0060799R,V0021051T,175936,False
S0078438R,G0093759G,11951,False
E0021005N,E0079923M,12371,False
V0053557X,U0078003A,7688,False
H0053363B,S0033321X,11748,False
U0069543H,F0080433B,18579,False
W0037857S,N0022845B,14786,False
U0010040N,B0081138C,13864,False
R0047927S,C0092006D,6976,False
B0079822A,U0002973A,11161,False
U0073838W,A0070240S,44933,False
H0097244P,H0053238H,9984,False
W0047328C,G0098617A,37493,False
N0048681R,Q0069018B,18811,False
D0095646H,P0064549P,28724,False
V0042561H,Q0009023G,10402,False
F0095709V,W0033625T,20277,False
W0049733V,A0098216E,34722,False
A0053271R,E0053581F,9795,False
P0067585K,C0033155A,18773,False
P0028227Y,A0000296M,13719,False
P0031812M,E0001988J,58197,False
B0087007D,A0072959G,57616,False
Q0003983E,E0088616B,167498,False
U0084418C,N0037131D,5603,False
S0007155G,V0083430E,55512,False
D0040060C,J0031841Z,43619,False
E0091870J,V0050855A,44258,False
P0005501F,Q0084166P,5374,False
P0096888A,J0073777D,49272,False
S0051289M,N0077747L,25540,False
A0016999X,R0041319W,54792,False
R0095657C,C0010774L,9994,False
A0038880Y,J0024434Y,138484,False
F0031282F,A0005685S,67794,False
G0029616H,G0012970Q,62802,False
U0096570A,Q0013298D,16857,False
P0053286T,A0078640H,12094,False
C0084978H,N0041514L,24349,False
W0038917K,E0090892E,49034,False
P0044883Y,S0040622H,7348,False
A0050214Q,H0000300J,5091,False
F0050803P,U0014945M,72850,False
E0061933W,G0054792D,9218,False
Q0086436F,C0068274D,51156,False
V0092960F,R0045355M,2085,False
B0096065M,P0058150D,28781,False
W0028153C,F0040864E,11320,False
H0093228Z,Q0083261S,7320,False
V0069740S,S0008822T,46813,False
B0083295N,J0006461R,8852,False
B0014257G,U0042059T,29961,False
N0019362P,S0056625S,12274,False
N0056205A,G0042858W,28816,False
R0041504B,H0042966T,2703,False
J0029909Z,J0027627E,7646,False
D0020671J,V0002891N,15637,False
Q0079291H,U0083554D,17311,False
F0074273T,Q0020776X,15355,False
W0024107Q,B0083345A,34080,False
P0086394V,R0094086P,34615,False
U0033182C,F0090654C,20131,False
A0067094X,R0027230Q,39046,False
J0079345C,Q0064808J,47378,False
S0056096L,J0082652P,18391,False
N0026283B,Q0036767X,3372,False
W0098683J,N0056266X,46466,False
D0028222E,N0004566P,6559,False
N0053294T,W0055311A,2572,False
C0062095P,S0016869W,37441,False
Q0064997B,V0027118P,100430,False
U0094592S,S0080217L,18027,False
C0006550W,N0012806A,17864,False
J0015942L,N0053635P,72588,False
U0032505T,W0060923E,10422,False
P0013634C,R0081831S,10191,False
A0066651Z,F0002537S,59400,False
P0039845B,H0061782K,14753,False
D0099252F,S0032689M,12860,False
C0061131M,C0038080X,22880,False
J0025539J,A0093997Z,108560,False
D0045288L,B0040886H,34788,False
Q0051402V,E0076038L,19601,False
V0062044R,A0085501E,57520,False
Q0087064N,B0092106Q,29739,False
G0093273Z,U0025277V,10091,False
W0099115G,F0068820C,49486,False
N0007949J,H0026327M,19827,False
C0061319P,R0082158K,27052,False
E0050689X,C0089171N,4410,False
U0068729N,N0007022D,14554,False
E0087098E,D0016335N,1928,False
U0072053H,U0089681W,63343,False
N0081805T,G0063590Q,11532,False
B0028170S,D0046646N,30210,False
E0066819J,U0048979D,5205,False
A0083717Y,P0066218M,47268,False
S0056034Z,N0025387A,30407,False
Q0055444Z,S0071781K,10814,False
A0064648D,J0015507S,116487,False
G0058630L,P0013942H,13580,False
P0012813N,J0088187V,13199,False
V0023065T,U0004499W,8977,False
B0085458B,Q0030968Y,22842,False
U0010903E,B0019489M,1429,False
N0018169W,Q0014200R,30332,False
W0045410W,D0052573L,106860,False
J0048075G,D0073470Q,34341,False
D0003425B,B0095487H,4646,False
Q0034410V,B0034144H,7900,False
R0061915M,C0065563L,14690,False
R0063156B,B0043815H,68133,False
W0028949P,C0060593H,5350,False
U0037570G,G0082653G,18679,False
S0077576A,G0040475S,61285,False
G0070257C,D0003379Y,7229,False
U0026964J,B0075540G,235664,False
Q0031141C,P0086971F,10030,False
V0054943D,Q0065624C,50240,False
W0062976T,H0052509C,18509,False
J0095391P,U0041313N,4705,False
H0026589T,E0013705K,56927,False
J0031064G,P0015863Y,26137,False
Q0074271G,U0069970S,44608,False
E0093757L,U0033001B,19674,False
R0024752H,D0028374T,45756,False
V0026971E,U0026656P,8209,False
R0097255A,E0016825E,12122,False
V0018989K,A0080387X,13151,False
J0074693A,A0034845B,25178,False
E0020945A,C0042509E,18880,False
A0052741Z,N0020284S,57771,False
D0037734F,V0028569B,25460,False
J0068512L,Q0021207X,101396,False
V0052244G,P0041190R,10094,False
H0046231W,P0055604A,102530,False
W0064737S,W0093305T,32015,False
Q0064341B,G0078075W,58690,False
A0057685Y,B0091641F,41958,False
J0086582P,G0039115X,127238,False
V0012152C,J0066640C,3249,False
C0001715Z,Q0096475C,23690,False
H0078025N,Q0068175C,5518,False
U0070024P,W0033259S,61759,False
J0018839M,J0087907L,13636,False
J0061506X,S0013610K,70597,False
S0079567Z,C0008921C,11611,False
V0075596Q,D0099312D,23894,False
N0011034Z,W0074427D,26584,False
F0028034A,W0068337Q,26685,False
P0021254A,J0037155K,3154,False
R0075606Q,S0096583E,7566,False
G0087088B,P0081132H,49039,False
U0038812B,A0083000C,17575,False
N0097091T,G0054318V,2025,False
E0036498Y,V0080066F,26936,False
D0033465H,V0080994Y,28183,False
V0002579X,N0006458P,9238,False
Q0049940S,Q0084433W,53224,False
N0027590V,R0095234A,12740,False
C0056168K,A0094748L,27971,False
B0039177X,N0068226V,15432,False
R0071758F,H0032963V,1601,False
B0074631M,W0091820J,13488,False
C0060108V,U0048479R,17735,False
Q0034355V,G0085066W,35936,False
S0017926S,U0066879V,53894,False
B0063120D,F0096174Y,99467,False
H0000723S,G0017593D,9427,False
W0020401M,Q0006077M,8461,False
H0023809Z,P0076970T,16868,False
N0010397K,Q0049125Z,23831,False
E0063130J,V0037703N,17822,False
E0065352Z,H0062676W,32661,False
D0030930B,F0095307S,12857,False
N0062669F,D0043239Z,38401,False
R0074786D,E0023168H,16560,False
R0065110H,W0016032A,3310,False
J0006153L,B0085964K,46086,False
Q0033575P,P0037411T,151739,False
B0016265H,H0013398Z,6635,False
D0089413L,B0026005F,12059,False
J0076235X,F0020412V,49862,False
P0014615T,Q0018257A,6758,False
H0007139G,W0050156W,40272,False
J0082462T,R0078121F,25737,False
J0068171K,P0095732C,43845,False
C0091263P,Q0050255S,29408,False
W0000266Q,F0064920K,21902,False
R0035101V,W0082772N,27196,False
V0091486S,U0024319Y,17862,False
P0035000J,P0068113Q,44567,False
F0000329W,C0019640R,17598,False
F0073135Q,R0035983D,5488,False
V0002098P,G0076698G,17591,False
V0007210V,V0072472K,39144,False
U0041445V,A0052174Q,27171,False
E0080807J,G0066096M,19625,False
E0096409R,W0024893Y,5158,False
J0083505L,F0088160K,31904,False
H0099816F,E0073440T,15335,False
A0055562H,D0030714Y,17161,False
D0065896G,H0056716T,36540,False
U0051175E,S0077117M,11682,False
H0040825A,V0046386D,14671,False
A0059756W,N0015231X,70398,False
R0074192S,B0004833X,26005,False
W0095583F,B0075673P,42697,False
H0043059M,B0080230X,16514,False
Q0077720A,E0051298G,60377,False
S0047571J,D0083631R,4853,False
P0042246L,W0035587S,60756,False
V0023178L,D0027400W,19251,False
W0031281S,V0092596C,16873,False
G0039420H,C0061612Q,44313,False
C0095121H,S0052109F,21620,False
R0070061Y,A0099483E,23701,False
D0044367F,H0045380B,33838,False
P0012506H,J0047299R,104898,False
J0062294T,C0066729Q,13260,False
A0010915B,J0094185V,7982,False
E0053825A,R0042498K,14264,False
J0048659H,S0080128M,3081,False
U0016126A,Q0044182D,12737,False
Q0057597A,N0022404A,20940,False
J0093487B,S0004262Q,8800,False
W0051873M,A0092502Y,20714,False
R0058708J,R0029648P,3012,False
U0054802E,H0083878D,56670,False
G0013754W,N0033729V,16739,False
V0067138Y,D0066310D,152288,False
C0036879T,B0061046S,3080,False
E0059590W,A0021854Q,18988,False
R0099216P,P0062909Z,24418,False
G0055699L,F0049391X,17281,False
R0015588N,D0043405S,8209,False
W0031129X,E0084056C,52571,False
B0022370T,D0070968J,22819,False
U0069773T,N0058862W,27534,False
N0074775H,J0006110B,33233,False
E0012777X,S0092731E,45414,False
G0088494P,F0036819M,11279,False
G0043000K,U0031849R,17697,False
D0028273H,U0052557B,43809,False
N0060242N,N0047557Q,6293,False
S0084928M,A0009700S,53712,False
W0017384K,B0057842X,19846,False
Q0029362H,G0077624C,37600,False
V0085976H,H0098409P,13048,False
U0076589M,R0091912X,16623,False
E0064969Z,W0073388M,38777,False
Q0036633Z,P0070755M,35528,False
N0009878C,H0048482Z,8650,False
D0099648F,U0014209T,17780,False
W0012068J,Q0091290P,5499,False
B0098550V,C0068898D,22021,False
Q0064020T,F0007977R,10802,False
P0032924V,E0056614H,21495,False
W0087113A,J0094045D,10217,False
J0089292Q,F0064261R,8084,False
Q0066663N,S0088182B,42812,False
R0088335V,B0044222T,39363,False
N0048371G,P0013582G,53407,False
U0090047P,N0080091F,9603,False
G0015433F,V0083745J,13199,False
J0050377Y,J0026296P,8647,False
S0089688V,D0027301D,12622,False
G0013044P,B0018131G,72123,False
J0023220N,G0093297A,23237,False
R0021222L,U0089415P,33941,False
P0098026A,P0075314M,13326,False
A0033350Y,R0082715T,91036,False
N0070173X,D0008851X,30743,False
N0011721E,B0088261L,14970,False
B0080310R,H0063909Q,27946,False
S0005107Z,R0088765L,16292,False
P0047922X,N0056366K,21646,False
S0084651N,D0082744G,163629,False
G0027100Y,E0099128Q,500826,False
J0015507S,U0093384H,18882,False
E0066844Z,P0063057D,18064,False
V0051282R,J0061315N,7808,False
D0069827D,F0010191N,13307,False
W0030325V,U0046976W,34130,False
U0098589A,A0007899X,5859,False
W0097280N,E0026281R,37550,False
F0042011L,B0030925Y,11223,False
U0036869J,J0091519K,41620,False
A0042525X,A0086542J,14043,False
N0015334R,Q0045212M,21924,False
W0053659A,H0001253Z,34041,False
F0024940Z,D0024530Q,36081,False
G0021110F,F0013539G,29466,False
C0031368M,D0068498J,24330,False
B0097753D,G0063955T,20792,False
P0033080N,G0022965E,15271,False
S0048256H,H0096759Z,9249,False
G0063919J,Q0043267H,9417,False
C0092396Q,D0076251J,20802,False
E0046490Z,U0044059J,36543,False
Q0020162E,C0028093S,107433,False
R0015879A,Q0034962A,21165,False
E0063362A,H0051595F,15724,False
G0052736Y,F0059036R,96411,False
R0096129D,E0005514Q,13721,False
S0000244V,W0005682J,22730,False
U0053310B,B0017589S,29948,False
N0090214V,J0008152R,62231,False
Q0084802G,V0041728M,8159,False
R0029817V,Q0075653C,164443,False
E0092210B,V0094143C,20057,False
S0061633T,P0044567S,8538,False
S0003767D,P0040626L,27445,False
C0086239F,D0069337G,33744,False
E0071245L,J0064310T,10552,False
W0087940B,A0045530J,19427,False
B0018848A,R0047880H,8900,False
A0010677E,P0043407L,31671,False
U0060775A,V0027575F,52651,False
Q0094684X,J0094868W,73544,False
J0082435C,R0075418V,11618,False
D0087981K,G0042214A,28149,False
B0048737F,E0028790P,8193,False
A0039211K,D0097279D,24843,False
U0033292G,W0008575J,5848,False
B0084205V,S0054394F,141215,False
Q0080344B,H0056143C,42079,False
B0064740L,F0099020A,79625,False
E0078943H,H0032086Q,43175,False
C0095579Z,S0027967G,25031,False
H0030667K,A0055642N,42805,False
J0044394R,N0032665F,15465,False
C0073243E,G0089928T,25906,False
C0092104D,R0025019B,46795,False
U0066136Z,H0011063H,20852,False
S0031938Z,V0041729A,5477,False
R0054053L,Q0037024Z,13036,False
S0091546J,R0094366B,41908,False
B0075395K,R0047435C,14898,False
R0095743N,P0083780T,81641,False
B0040503Y,R0032430W,11221,False
R0071201J,S0082314D,1961,False
H0086399K,P0017059B,45521,False
F0078357R,R0013188S,12984,False
R0008313A,Q0091036G,45051,False
W0061831D,F0003704T,5051,False
C0031488F,B0017011F,51821,False
A0082154S,C0062797L,40545,False
D0066118K,N0009806Y,1880,False
F0087245X,Q0074135P,7857,False
B0014558R,V0090953P,42094,False
B0092057J,V0061276B,12947,False
F0090166K,Q0081283J,52605,False
E0021458H,F0057020X,37132,False
B0053322D,B0017087B,14973,False
B0077223Y,P0046783V,3595,False
S0045032V,V0010573W,432831,False
B0016312K,J0040332P,25447,False
R0008631G,N0034961M,30677,False
C0048889K,E0035425A,14660,False
H0011631Z,J0043577Y,4674,False
N0064520F,S0029278Y,80967,False
S0048941S,H0030488X,52834,False
B0096595E,S0094585A,13076,False
C0023103S,N0063789N,33880,False
E0065255P,B0091333H,12503,False
G0007533V,P0070663R,8507,False
R0013549G,V0086086X,163387,False
H0017921A,C0029067Q,95407,False
C0017268T,F0015616N,38225,False
S0071976T,W0036859B,17968,False
N0022401L,E0035889D,36744,False
V0047447T,J0079845N,8782,False
H0072157A,D0012323V,28777,False
S0092194R,R0021685L,12149,False
U0053191X,J0082326M,73895,False
G0015281Q,W0060995F,51464,False
Q0027248V,H0079504B,52520,False
E0075323X,D0050041D,21491,False
S0056249K,H0025586R,96454,False
G0018915F,N0051624G,23805,False
E0038178D,H0097035D,67103,False
U0094890Z,F0023963M,23951,False
N0048492E,E0093582H,33662,False
V0032408X,Q0054182X,94725,False
A0017323Z,R0048625E,9243,False
H0080910D,C0081129P,36476,False
B0081257M,G0010497Z,22327,False
F0052686A,G0061774A,9474,False
B0077676P,C0055884H,26672,False
W0077206N,N0018148D,100744,False
A0015454P,Q0031785V,7070,False
U0073747X,E0033436R,30131,False
N0099676Y,E0005692J,13814,False
H0047055R,J0082053V,42182,False
D0070964B,P0020706Z,17878,False
V0043903H,C0096003L,11733,False
A0003243K,C0065045H,26563,False
A0025352G,D0055694H,15164,False
S0057700V,G0024231E,12467,False
J0007788L,A0085573Q,52826,False
E0090806Y,W0053257D,90369,False
W0008599X,W0056967H,2276,False
F0085483D,G0032380C,34076,False
W0077842M,A0097235Z,31968,False
W0020669D,U0056753S,37313,False
C0025090L,G0091631E,54195,False
E0038865D,Q0043653Z,29581,False
U0089024M,F0044255X,26506,False
F0036053A,U0021974K,73844,False
C0073666Z,C0032251F,83984,False
R0031212E,N0013845F,8473,False
C0020975B,N0042896R,49126,False
V0013427B,Q0001673V,6337,False
G0051985L,J0051602D,15776,False
W0015627C,E0037870X,4290,False
V0041399T,E0085518B,15271,False
C0026758M,H0012165F,138298,False
H0008097Z,J0099828R,41771,False
U0012182R,F0091602G,18425,False
R0018559Q,A0073534M,26575,False
S0070058N,R0094959V,8232,False
E0011846Z,J0017918M,23355,False
D0019889S,H0040805E,182761,False
J0093204H,J0052299J,21005,False
E0039391J,Q0010601H,5055,False
Q0053174F,F0031881S,8390,False
Q0039691E,G0086912M,10462,False
S0099762Q,E0019294V,14901,False
H0080863C,W0020692F,23618,False
E0001554X,Q0080025A,18903,False
D0016499D,P0085986M,21508,False
G0055931N,P0010777J,36456,False
W0049928N,S0019856B,23174,False
S0030901K,N0055591S,14273,False
G0045622W,N0033525B,22872,False
J0065682C,N0082649C,15580,False
B0081050T,Q0090925F,6305,False
F0036365D,E0048328D,163133,False
J0098514J,J0004169E,10499,False
N0024131R,A0021245E,10762,False
B0030109G,N0036763J,26386,False
G0039296D,P0016665P,42328,False
H0009001Y,U0063768B,11089,False
E0094166K,G0084537Z,13572,False
F0092968K,V0090702L,11570,False
E0032223F,A0064315Z,2770,False
P0084235K,E0026012V,35687,False
E0081013V,S0091907T,21855,False
S0011015J,E0036918H,23114,False
A0000255B,W0081435Y,17170,False
D0025002K,C0031121P,34885,False
W0070093S,N0029752S,13363,False
V0038860H,R0022572P,194338,False
S0064700N,Q0086375D,29392,False
B0018445G,B0059497P,50069,False
B0013849C,B0063261H,6020,False
P0076701R,V0019955G,55327,False
P0092440Z,U0080936C,80287,False
W0045922W,W0076191L,20663,False
F0090324W,N0065963C,9533,False
Q0084426C,R0075022L,57141,False
D0094494C,F0091768T,2731,False
R0008047C,B0088216J,5260,False
Q0019311H,N0021049E,111838,False
B0071341C,C0037249A,23453,False
E0037935P,W0086695T,19654,False
S0047509R,Q0043038K,40154,False
D0043715P,S0066139S,25668,False
A0094969A,J0057725J,4801,False
B0081433F,R0032521S,12001,False
F0075339P,J0011835Y,29696,False
N0046298F,A0025540Y,7050,False
P0075006X,J0097324R,8811,False
E0091363M,H0003556D,16619,False
D0021137E,V0013499N,33639,False
S0073376V,H0048762P,6084,False
E0030105V,S0038595A,7382,False
F0063185S,D0044980E,41732,False
J0068147C,A0039664S,39090,False
V0024662V,J0086265X,47241,False
A0070323T,U0000470B,19872,False
P0066916S,A0060617C,17333,False
U0085939G,W0039043S,15824,False
J0032238E,H0047879V,14719,False
C0077691V,C0074942B,11831,False
A0045972N,H0009162L,22974,False
F0071133P,R0057175Y,220029,False
E0015732D,G0092948G,35580,False
D0020553M,P0000043B,14952,False
R0062318Y,V0015620X,51949,False
D0018808V,F0085264P,14290,False
B0080095K,P0077620J,47734,False
F0054911X,J0054489V,4870,False
C0098033B,J0019189N,4614,False
A0067488L,N0044065G,12590,False
V0049748M,F0095254J,7646,False
J0023900M,B0005139P,549575,False
J0049796C,E0064279G,35728,False
P0096993Y,B0007231H,86638,False
F0025014T,B0040281K,37605,False
E0018770G,F0080794A,11374,False
R0052258N,G0007766Z,131487,False
C0076488X,A0036407X,7082,False
H0004904M,A0003681R,30067,False
N0048816B,G0066206N,41598,False
F0031646E,S0002558G,54422,False
V0040209K,P0093315L,24451,False
E0032533C,V0085338M,17359,False
S0077456G,G0036854P,96051,False
N0063966N,W0044236B,94458,False
R0099177J,D0030371S,27561,False
P0098146H,B0039091V,19410,False
H0000590R,Q0027759W,176384,False
P0057495L,F0072379Q,2518,False
E0058784S,B0004562G,14618,False
Q0019141H,F0067628D,24788,False
H0059631F,D0062732J,37685,False
P0074874D,Q0029395Z,33500,False
U0099353X,H0034550C,128061,False
N0011762Q,B0007231H,100089,False
F0009684H,A0077945H,16594,False
W0054871P,W0075990Z,49536,False
E0076038L,J0096391B,27922,False
P0040392J,F0019701X,14186,False
D0097164W,E0036299H,31154,False
H0038627V,N0078392B,18326,False
D0091367B,D0088257V,70213,False
S0021450L,G0033276H,24453,False
E0079220V,P0096157E,3876,False
V0063213G,G0056091X,55305,False
A0032778L,W0012684Y,79200,False
B0073779Z,B0061673T,32797,False
W0077955D,D0054856H,6568,False
N0073590K,N0033929X,3934,False
W0097286R,R0025648L,96623,False
F0081862W,F0086640K,7092,False
N0026285C,V0026087S,44128,False
C0036399Y,B0047717V,4206,False
N0013042Z,W0066090W,5733,False
C0090618S,S0045232T,5038,False
B0014698P,S0062082K,45744,False
W0033012J,P0069373E,11917,False
B0031315N,A0012170Y,19249,False
Q0056781V,B0049440V,24232,False
E0067032B,D0083753E,66196,False
N0059492W,W0033017Z,42431,False
F0062905C,R0077577L,32942,False
E0021471Q,D0079147F,104889,False
A0078370H,S0072325T,10184,False
S0063794J,R0042576V,50926,False
S0091822T,F0062026X,63533,False
S0063486V,D0011343L,52594,False
C0078112T,E0050709V,115934,False
B0009661F,C0010260B,22469,False
N0020984L,P0089211Z,60140,False
P0071242B,H0036724G,4461,False
S0092657Z,J0072492V,6206,False
S0047353L,P0022286C,61158,False
U0047550T,P0043356B,27489,False
W0013592M,H0078547E,46541,False
D0027119D,F0035600V,11152,False
Q0024378B,J0080597A,58972,False
R0066317J,G0098899M,32998,False
J0032360V,V0052326V,17311,False
E0004959K,C0023390Z,252753,False
V0004979M,R0004834P,45196,False
R0053372J,U0027664X,8777,False
S0030385Z,C0071749A,67730,False
C0005796C,S0039702M,16857,False
D0008749M,D0028273H,58865,False
W0093040H,F0024937V,8512,False
W0084906B,B0061445R,26750,False
U0052768V,E0064881L,38868,False
S0097461B,V0071220J,15887,False
F0007911Z,D0015680N,29572,False
H0076721F,D0090693K,275597,False
G0046554V,J0071962E,35419,False
A0070807G,G0009731Y,9153,False
R0041003B,R0021009Q,10163,False
F0069298H,Q0051158N,4184,False
N0028986D,G0066887L,37291,False
J0051778V,P0084776E,66452,False
C0036040D,J0084126S,18000,False
P0028960C,H0090749K,8497,False
G0063803H,E0016122T,13320,False
F0081323V,D0067194P,65555,False
C0024341L,D0099945N,40319,False
F0057570D,D0029516T,24826,False
H0034352A,D0092617N,41204,False
J0097389L,G0039760H,17138,False
N0017891T,G0026868C,41784,False
D0097805F,P0028997K,36492,False
E0065883Q,J0081026L,2399,False
S0079127R,Q0008998M,7485,False
N0035331K,V0050985T,11150,False
J0067019K,W0080931Z,44094,False
R0028111C,H0012938L,4521,False
B0049091N,U0093542M,22450,False
G0098331K,D0096395Z,5679,False
D0028044K,V0053577C,28189,False
V0081988G,D0042119D,42525,False
S0018264W,J0000161E,47823,False
A0002622B,G0012123B,7744,False
U0063356B,F0033542P,23998,False
G0083975F,R0003746R,71947,False
E0021489F,G0046268F,29106,False
U0097497Z,D0053101Q,26573,False
D0021825X,A0012211F,18907,False
B0036542C,A0043611M,31687,False
S0049290R,D0097262Z,49977,False
D0062156P,V0033989F,16118,False
R0095828D,C0041980Z,18893,False
B0028553A,W0061675X,47936,False
C0019267V,W0002727E,25411,False
N0099085H,D0052482D,41374,False
E0033538Z,S0082059B,10886,False
Q0056358Z,H0051987J,40060,False
G0083178K,G0043312K,28643,False
U0038317Z,H0090100Z,30658,False
P0036526V,F0073321M,38206,False
C0086959N,C0085286T,23668,False
D0069152F,A0086339N,78484,False
F0061603G,J0021596E,75547,False
D0035950Y,U0076067E,6100,False
E0019211R,D0059655A,50437,False
U0092653F,C0033541S,18973,False
N0085395A,Q0002800E,24736,False
V0080570S,J0093023E,7299,False
A0024684K,Q0038301V,58665,False
S0057214R,A0052664J,8906,False
J0093813F,E0064445J,25565,False
C0094862C,S0011099C,48243,False
S0018092M,G0021488D,68643,False
Q0003710N,C0097499Y,3194,False
H0016026D,C0087733X,9423,False
F0000038T,N0091943N,17431,False
A0084752W,D0049370T,30110,False
G0012296F,V0061527L,12471,False
J0010314Z,Q0028251P,49344,False
W0066049R,A0033110K,21000,False
R0074176F,F0049189R,61891,False
F0071527C,B0098274J,6230,False
B0081549Y,D0057910T,46142,False
S0070014Q,A0009217R,22447,False
H0042351J,R0077975X,6286,False
F0015453J,C0009988N,23910,False
B0073106J,A0043526P,19505,False
H0090153Y,V0089447A,21893,False
W0045106X,D0044991Z,18674,False
H0009463E,C0034619N,13109,False
A0008460P,B0091524V,35287,False
H0001982Y,J0017128R,11289,False
Q0075595B,Q0052165Y,22839,False
P0096498A,J0047955Y,45906,False
E0066959N,P0039554V,25605,False
J0060885Y,P0085161B,18363,False
Q0032535E,F0022126Q,5859,False
Q0058322T,E0026178N,28343,False
H0061278S,P0069877M,16600,False
A0005413Z,J0077105V,98753,False
H0031796Q,V0047664S,13420,False
E0003862A,G0064847E,28984,False
E0000790L,F0035240B,7861,False
R0067915L,V0082742A,19454,False
A0026995M,E0002868Z,2218,False
V0095196F,E0085398E,17163,False
W0012552H,P0036315H,65139,False
H0062473L,C0041778B,14422,False
B0034356M,W0018674G,24875,False
D0006050F,E0039233C,47312,False
U0033428F,F0030806Z,112328,False
Q0051333W,U0030118W,2483,False
N0047617C,U0044736N,45750,False
G0004526A,A0096513L,35477,False
Q0087762R,E0028590E,114674,False
A0093881V,J0061539X,25923,False
N0056874K,Q0032125Z,86023,False
V0064692K,A0054595B,40921,False
E0070097G,C0099830J,42759,False
E0009616L,P0003233P,10352,False
B0058844G,W0012749Q,35740,False
W0064468Q,U0019947H,3757,False
W0085004C,V0013237K,67081,False
N0093974P,D0090894E,1991,False
P0085699R,R0016490X,75629,False
E0067927M,W0098096Q,41447,False
C0051061H,C0041654V,22139,False
A0096360H,E0039765R,6765,False
C0048689A,R0073716A,124458,False
Q0061751P,E0002414D,51486,False
D0000944E,G0079323R,9522,False
W0089975K,A0036661L,120184,False
Q0091553M,U0019371H,28628,False
H0091160N,G0033466M,7386,False
Q0054959S,B0091317W,12485,False
H0092154Q,D0087429F,16016,False
J0064461B,S0006271M,50862,False
E0072309C,V0025331R,28192,False
G0078708B,Q0029749G,115650,False
W0048621L,N0091923P,4977,False
S0092526B,D0005766A,113839,False
S0054184J,B0031160W,12808,False
N0081098Y,U0024493P,4705,False
W0080849B,P0092394P,5893,False
U0089851A,U0007459D,137940,False
V0000359G,G0058591D,50518,False
S0095850B,Q0010338H,26888,False
G0074347P,U0050677Y,47462,False
G0048097F,B0088483M,55697,False
E0023124F,C0050513R,9137,False
U0024792R,S0053781F,2160,False
R0063074V,C0033921N,36239,False
D0065047T,S0059025M,108168,False
F0093173B,N0097798Z,24614,False
N0054893G,N0064681V,51050,False
B0070081G,U0021169K,5803,False
V0062863D,D0076278Z,266065,False
U0030785Z,R0075495X,30284,False
H0063539P,P0010929V,3737,False
G0069545T,A0013002H,7210,False
G0062665E,E0069221F,5935,False
P0032410K,D0091273P,14530,False
H0051726Y,J0055941E,19376,False
U0020724N,J0054882S,9796,False
D0061917A,R0076586B,56334,False
U0065968L,J0087086R,19156,False
E0070097G,H0042528J,103633,False
P0056104B,U0080929D,14615,False
R0041241T,S0064750H,15220,False
G0086669T,C0064850G,9701,False
W0085417J,C0032481E,4123,False
P0041501E,C0061857G,4265,False
E0006616J,A0051836F,9106,False
S0006721W,U0011661A,16113,False
G0044289D,P0004783F,21937,False
U0049842C,U0047230V,39422,False
H0074608V,G0034853G,7955,False
P0066050F,V0083900K,37451,False
G0068206D,C0088587Z,79193,False
N0062934C,A0081159H,24161,False
U0037570G,F0003372V,214786,False
Q0088115V,H0063757P,13308,False
W0099952J,A0069200B,3085,False
J0092511P,A0045329K,105764,False
D0046757D,R0020982K,12286,False
B0051486X,V0036584W,4711,False
C0018642M,A0027816V,91072,False
J0027000V,J0037290L,25362,False
J0066658J,G0017656W,66889,False
U0054557Y,E0057050L,15975,False
C0062556D,B0037744A,10572,False
J0011954K,C0067843T,73959,False
U0052201X,V0067174L,78903,False
V0051743W,F0028209B,19085,False
A0010498Y,V0066528B,51391,False
V0054684S,R0054120J,40198,False
G0054446H,Q0092153W,34995,False
F0002405H,B0037195H,20346,False
Q0032171F,U0024260T,3390,False
U0066419N,P0051996Y,16552,False
H0088788W,V0064138H,35673,False
G0091285J,W0012363T,32233,False
W0073384B,W0006978H,20506,False
A0063734B,A0009049V,21011,False
J0083738A,P0069325T,5030,False
D0064212H,U0066429P,73009,False
P0081479D,V0047003Q,4656,False
D0035088T,G0017813X,48800,False
R0023485D,C0087870N,41089,False
