id,nif,nombre,tipo,sector_cnae
3825,S64482291,Compañía RL S.Coop.,SANA,Transporte
3826,E65596056,Hermanos Vila S.Coop.,SANA,Transporte
3827,A54799978,Hotel SOLG S.L.,SANA,Comercio
3828,D51340055,Inversiones Ibérica S.Coop.,SANA,Tecnologia
3829,V76016435,Banco del Norte S.Coop.,SANA,Transporte
3830,G64400820,Manufacturas SEF S.L.L.,FRAUDE_CARRUSEL,Transporte
3831,H48449029,Luis Ángel Ribas Giménez S.Coop.,SANA,Tecnologia
3832,F55112093,Promociones Gárate y asociados S.A.,SANA,Tecnologia
3833,P89650979,Grupo Serna S.L.,SANA,Transporte
3834,C23510334,Promociones DS S.Com.,SANA,Construccion
3835,C11139490,Fábrica Crespi S.Coop.,SANA,Tecnologia
3836,S76122158,Hermanos Borrego S.L.,FRAUDE_MAQUILLAJE,Construccion
3837,E16893126,Familia Cervera S.L.N.E,SANA,Construccion
3838,V33833454,Comercial Integrales S.L.N.E,SANA,Construccion
3839,E49114136,Despacho AAZ S.L.,SANA,Comercio
3840,Q99396822,Soluciones Bolaños S.L.N.E,SANA,Construccion
3841,B32175662,Familia Mármol S.Com.,SANA,Comercio
3842,P23417922,Minería Ortega y asociados S.A.,SANA,Construccion
3843,C15303441,Suministros Romeu S.Coop.,SANA,Construccion
3844,G32808207,Torrents y asociados S.Com.,SANA,Transporte
3845,V24433569,Julián & Asociados S.A.,SANA,Comercio
3846,N92602298,Alimentación del Norte S.A.,SANA,Construccion
3847,N28604725,Inmobiliaria IGES S.A.,SANA,Construccion
3848,U91358455,Distribuciones TZE S.L.L.,SANA,Comercio
3849,F96364279,Manufacturas Montesinos S.Com.,SANA,Construccion
3850,V91400849,Transportes Miralles & Asociados S.L.,SANA,Tecnologia
3851,N14299495,Infraestructuras KKZ S.L.,SANA,Transporte
3852,P99255940,Marcela Salvà Castellanos S.L.N.E,SANA,Tecnologia
3853,V70734656,Farmaceútica Sosa & Asociados S.A.T.,SANA,Comercio
3854,W51124145,Giralt & Asociados S.L.N.E,SANA,Comercio
3855,R66098929,Consultoría Urrutia y asociados S.L.,SANA,Tecnologia
3856,N99423281,Familia Exposito S.Coop.,FRAUDE_CARRUSEL,Comercio
3857,G42303694,Roselló y asociados S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
3858,E30833152,Minería Clavero y asociados S.A.,SANA,Construccion
3859,C17885034,Compañía ESJ S.L.N.E,SANA,Construccion
3860,E24451825,Hermanos Carrera S.L.N.E,SANA,Transporte
3861,E30042306,Ani Pol Gargallo S.L.U.,SANA,Construccion
3862,N54658024,Torralba y Lloret S.Com.,SANA,Comercio
3863,H74638823,Hurtado y Vila S.L.,SANA,Transporte
3864,S26457576,Comercial Neira S.L.N.E,SANA,Comercio
3865,G73515624,Logística DS S.L.,FRAUDE_MAQUILLAJE,Construccion
3866,Q31009229,Tecnologías Ordóñez S.A.,SANA,Transporte
3867,G56316611,Infraestructuras Aparicio & Asociados S.A.,SANA,Construccion
3868,B14211686,Logística Cerdá y asociados S.A.,SANA,Comercio
3869,R35039993,Minería Moraleda y asociados S.L.,SANA,Transporte
3870,U98359482,Logística Maldonado y asociados S.Coop.,SANA,Transporte
3871,P70345934,Fábrica EM S.L.N.E,SANA,Tecnologia
3872,P66686642,Luisina Moraleda Pujol S.L.L.,SANA,Comercio
3873,F10998405,Robles y Benavente S.Com.,SANA,Tecnologia
3874,J65807870,Cobo & Asociados S.L.,SANA,Construccion
3875,V54903382,Alimentación Avanzadas S.Com.,FRAUDE_CARRUSEL,Tecnologia
3876,B28836248,Comercial YBD S.L.N.E,FRAUDE_MAQUILLAJE,Tecnologia
3877,W91057016,Valenzuela & Asociados S.L.N.E,SANA,Transporte
3878,J37146258,Hnos Cazorla S.L.,SANA,Tecnologia
3879,S15160548,Hotel Globales S.A.,SANA,Construccion
3880,Q56031713,Infraestructuras OMCO S.A.,SANA,Comercio
3881,P10367395,Infraestructuras AI S.L.,SANA,Construccion
3882,V77253402,Transportes Chamorro S.A.,SANA,Tecnologia
3883,G29838164,Manufacturas Globales S.C.P,SANA,Comercio
3884,W46701305,Hermanos Lasa S.Com.,FRAUDE_CARRUSEL,Transporte
3885,W89253930,Noemí Navarro Álvaro S.L.N.E,SANA,Tecnologia
3886,S15291565,Escrivá y asociados S.A.,SANA,Transporte
3887,N82315471,Talleres UQ S.L.,SANA,Transporte
3888,B48183020,Cebrián Villanueva Pineda S.L.N.E,SANA,Comercio
3889,A64671752,Cañete y asociados S.Com.,SANA,Construccion
3890,V66001691,Familia Gil S.L.,SANA,Transporte
3891,H52302682,Logística Tamayo S.Coop.,SANA,Tecnologia
3892,U45527500,Despacho DO S.L.N.E,FRAUDE_MAQUILLAJE,Comercio
3893,B40799334,Hotel Piña y asociados S.L.L.,SANA,Comercio
3894,R45616810,Perelló y Macias S.L.,SANA,Construccion
3895,W40765501,Infraestructuras del Noroeste S.A.,SANA,Construccion
3896,H70297305,Restauración Españolas S.L.N.E,SANA,Tecnologia
3897,R10302045,Logística UAWC S.Com.,SANA,Transporte
3898,B20214735,Supermercados DN S.Coop.,SANA,Comercio
3899,S12193574,Banco Francisco y asociados S.A.,SANA,Comercio
3900,B76657301,Inversiones UR S.L.,SANA,Tecnologia
3901,N25552030,Tecnologías del Norte S.Coop.,SANA,Tecnologia
3902,R85263223,Soluciones TO S.L.N.E,SANA,Comercio
3903,F83157151,Banco Puga y asociados S.A.,SANA,Tecnologia
3904,A67646579,Hotel SGUP S.A.,SANA,Construccion
3905,P96817795,Portillo y asociados S.L.N.E,SANA,Tecnologia
3906,V12777085,Redondo y Nicolás S.L.,SANA,Construccion
3907,E44654107,Inmobiliaria WNL S.Coop.,SANA,Tecnologia
3908,N44506369,Transportes Avanzadas S.Coop.,SANA,Transporte
3909,F67237068,Restauración Briones y asociados S.L.L.,SANA,Tecnologia
3910,F58510263,Palacio y Múñiz S.Com.,SANA,Construccion
3911,N51539369,Desarrollo Menendez & Asociados S.L.L.,SANA,Construccion
3912,C30880066,Soluciones Rivas S.Com.,SANA,Construccion
3913,A42152047,Alimentación Plana S.A.,FRAUDE_CARRUSEL,Construccion
3914,J34021010,Instalaciones Elorza S.A.T.,SANA,Construccion
3915,U55302488,Márquez y Guardia S.L.,SANA,Construccion
3916,W81751708,Inmobiliaria IHXH S.A.,SANA,Transporte
3917,W26387650,Familia Blázquez S.L.,SANA,Transporte
3918,J21176055,Novoa y asociados S.Coop.,SANA,Comercio
3919,C57411092,Óscar Rosselló Segovia S.Coop.,SANA,Tecnologia
3920,R35407437,Ariadna Manso Cervantes S.Coop.,FRAUDE_MAQUILLAJE,Comercio
3921,A93260889,Suministros DZLJ S.C.P,SANA,Construccion
3922,C31782481,Industrias Lozano S.A.,SANA,Tecnologia
3923,P31520447,Servicios IZWM S.Com.,SANA,Tecnologia
3924,V94767925,Palmira Muñoz Sedano S.A.,SANA,Comercio
3925,A55658290,Grupo Gimenez S.L.N.E,SANA,Transporte
3926,S23900847,Víctor Solsona Somoza S.Com.,SANA,Transporte
3927,G32484558,Márquez & Asociados S.A.U,SANA,Tecnologia
3928,V88699165,Fábrica Alba S.L.,SANA,Construccion
3929,H98184498,Transportes Diego & Asociados S.L.,SANA,Transporte
3930,U61979251,Infraestructuras Alegria y asociados S.L.,SANA,Comercio
3931,Q36724504,Ferrero y Bastida S.L.N.E,SANA,Construccion
3932,B70788473,Restauración Aguilera & Asociados S.A.,SANA,Tecnologia
3933,A86630175,Comercializadora TVN S.Com.,FRAUDE_MAQUILLAJE,Comercio
3934,A99198449,Fábrica Pablo S.Coop.,SANA,Comercio
3935,P65771986,Luna y asociados S.A.,SANA,Construccion
3936,P72207404,Supermercados Cabo & Asociados S.A.,SANA,Construccion
3937,E22881862,Comercial CZSS S.Com.,SANA,Construccion
3938,E73542673,Transportes SQ S.Coop.,SANA,Transporte
3939,P26072981,Madrid y Heredia S.L.L.,SANA,Construccion
3940,P43022604,Fábrica Ibéricos S.L.,SANA,Comercio
3941,S49386369,Transportes Iniesta & Asociados S.Coop.,SANA,Construccion
3942,D17370298,Comercial Ibérica S.A.,FRAUDE_MAQUILLAJE,Comercio
3943,E44665942,Vallés y Torralba S.L.,FRAUDE_CARRUSEL,Transporte
3944,E47670632,Promociones Morata S.L.,SANA,Comercio
3945,S19985429,Industrias KK S.L.N.E,SANA,Comercio
3946,C76878955,Tecnologías Sanmiguel & Asociados S.L.L.,FRAUDE_CARRUSEL,Comercio
3947,N64609285,Alimentación RU S.L.,SANA,Construccion
3948,A48272885,Banco Comas y asociados S.Com.,SANA,Comercio
3949,F22492482,Familia Valverde S.Coop.,SANA,Tecnologia
3950,W90920728,Banco Lloret & Asociados S.Com.,FRAUDE_MAQUILLAJE,Construccion
3951,Q25216825,Hnos Salinas S.L.N.E,SANA,Construccion
3952,J54799885,Promociones OAZ S.A.,SANA,Comercio
3953,D34510701,Busquets y Bernat S.A.,SANA,Tecnologia
3954,C41074005,Galvez y Roldan S.A.,SANA,Construccion
3955,J51807281,Hermanos Benavente S.A.,SANA,Construccion
3956,N84137409,Alimentación Cortés & Asociados S.L.,SANA,Comercio
3957,D64176956,Industrias Mena S.L.,SANA,Construccion
3958,N66394418,Teodosio Fuertes Tena S.Coop.,SANA,Construccion
3959,P46111036,Construcción del Sur S.Coop.,SANA,Construccion
3960,E19227140,Suministros Casanova & Asociados S.A.,SANA,Construccion
3961,A24338304,Distribuciones Rebollo S.A.,SANA,Transporte
3962,B72978060,Hnos Ortuño S.Coop.,SANA,Comercio
3963,R82741232,Minería BVF S.Com.,SANA,Construccion
3964,J31314707,Despacho Ibérica S.A.T.,FRAUDE_CARRUSEL,Tecnologia
3965,C54837154,Pacheco y asociados S.L.,SANA,Tecnologia
3966,F97038284,Vera y Torrents S.Coop.,SANA,Construccion
3967,A73124701,Hnos Poza S.L.L.,SANA,Tecnologia
3968,E32732400,Hermanos Mesa S.Coop.,SANA,Tecnologia
3969,S10709540,Dora Suárez Sales S.Coop.,SANA,Comercio
3970,G76122740,Quirós y Bermudez S.Coop.,SANA,Tecnologia
3971,B67676460,Finanzas del Norte S.L.,SANA,Tecnologia
3972,R35833126,Instalaciones DBYU S.L.N.E,SANA,Comercio
3973,Q28281865,Almansa y Sanjuan S.L.U.,SANA,Transporte
3974,S87622366,Cámara y Gabaldón S.Coop.,SANA,Comercio
3975,J43424331,Despacho Bustamante y asociados S.A.,SANA,Construccion
3976,S44225424,Transportes Zabaleta S.Com.,SANA,Transporte
3977,A25382790,Isidora Marquez Cervantes S.A.T.,SANA,Transporte
3978,G43948523,Alberola y asociados S.L.,SANA,Tecnologia
3979,F96009479,Antúnez y asociados S.A.,SANA,Construccion
3980,H27776946,Inmobiliaria OLU S.A.,SANA,Construccion
3981,H43553891,Familia Mariscal S.A.,SANA,Construccion
3982,C62978256,Campo & Asociados S.Com.,SANA,Tecnologia
3983,G47117787,Hermanos Sacristán S.L.,SANA,Construccion
3984,A97490228,Industrias TIZH S.C.P,SANA,Tecnologia
3985,D11846825,Celia Valero Menéndez S.L.,SANA,Transporte
3986,D55816159,Tomé y Garcés S.L.N.E,SANA,Tecnologia
3987,U29378852,Haro y Infante S.Com.,SANA,Tecnologia
3988,D59493703,Distribuciones del Sur S.Com.,SANA,Comercio
3989,S60831560,Porta y Mendoza S.Com.,SANA,Comercio
3990,U99002424,Supermercados Blazquez S.L.,SANA,Tecnologia
3991,E37753738,Morales y Elorza S.Coop.,SANA,Transporte
3992,Q35233025,Farmaceútica STM S.L.,SANA,Tecnologia
3993,V75620860,Vall & Asociados S.A.,FRAUDE_MAQUILLAJE,Comercio
3994,S16567733,Sevillano & Asociados S.A.,SANA,Comercio
3995,A68155654,Transportes Asensio S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
3996,F18241585,Construcción Española S.A.,SANA,Construccion
3997,U80367938,Sierra & Asociados S.C.P,SANA,Comercio
3998,G65486192,Carrión y Clemente S.Com.,SANA,Construccion
3999,N28884147,Transportes KZA S.Coop.,SANA,Comercio
4000,J33764601,Hermanos Solís S.L.,SANA,Transporte
4001,A73516387,Logística ODE S.Com.,SANA,Construccion
4002,U56686694,Finanzas Herrero & Asociados S.L.N.E,SANA,Comercio
4003,H70309806,Banco Dominguez S.L.,SANA,Tecnologia
4004,J73999739,Restauración Avanzadas S.L.,SANA,Transporte
4005,J31536347,Inmobiliaria Diego y asociados S.L.N.E,SANA,Transporte
4006,H68804717,Izquierdo y Vigil S.Com.,SANA,Tecnologia
4007,A41463449,Vara & Asociados S.Com.,SANA,Transporte
4008,R39376621,Banca Privada Integrales S.A.U,SANA,Tecnologia
4009,D45926836,Duilio Vilanova Valbuena S.L.N.E,SANA,Comercio
4010,W44200177,Sergio Tamayo Peralta S.L.L.,SANA,Construccion
4011,J98354700,Promociones Gallo y asociados S.L.N.E,FRAUDE_MAQUILLAJE,Comercio
4012,R12724561,Comercial Sierra S.A.,SANA,Construccion
4013,D42376774,Farmaceútica Solera S.Coop.,SANA,Comercio
4014,J42788611,Servicios Cuervo & Asociados S.A.,SANA,Tecnologia
4015,V80910956,Conesa y Querol S.L.,SANA,Construccion
4016,E12626646,Vito Alemany Font S.L.,SANA,Comercio
4017,S86229101,Inmobiliaria Sureda S.A.,SANA,Comercio
4018,A74561311,Tecnologías ZW S.L.,SANA,Tecnologia
4019,F24558091,Talleres Inteligentes S.L.U.,SANA,Comercio
4020,S43711159,Consultoría Saez S.C.P,SANA,Comercio
4021,G94402421,Galván y asociados S.L.,SANA,Transporte
4022,Q22896972,Lilia Antúnez Bru S.L.L.,SANA,Transporte
4023,V93834973,Donoso & Asociados S.A.,SANA,Tecnologia
4024,H53582517,Restauración Inteligentes S.L.N.E,SANA,Construccion
4025,P57899710,Falcón y Crespi S.A.U,SANA,Transporte
4026,H81469059,Inmobiliaria Frías & Asociados S.L.N.E,SANA,Comercio
4027,V40544959,Compañía del Norte S.L.N.E,SANA,Transporte
4028,A20236554,Logística Álvarez S.A.,SANA,Construccion
4029,E41045155,Compañía Llopis & Asociados S.A.T.,SANA,Transporte
4030,B37509178,Pelayo & Asociados S.Com.,SANA,Transporte
4031,S81803895,Herrera & Asociados S.L.N.E,FRAUDE_MAQUILLAJE,Construccion
4032,D83627558,Fábrica Sainz S.L.,SANA,Transporte
4033,E39626168,Valenzuela y asociados S.L.N.E,SANA,Tecnologia
4034,G59778266,Inversiones OYT S.A.,SANA,Construccion
4035,B44421014,Instalaciones VUH S.Coop.,SANA,Construccion
4036,S26143367,Instalaciones Globales S.L.U.,FRAUDE_MAQUILLAJE,Comercio
4037,U38062838,Compañía del Noroeste S.Com.,SANA,Construccion
4038,P41770612,Finanzas Feijoo & Asociados S.Com.,SANA,Construccion
4039,C43596935,Barrena & Asociados S.C.P,FRAUDE_MAQUILLAJE,Tecnologia
4040,B73889311,Hnos Carro S.L.,SANA,Comercio
4041,F98220912,Consultoría Busquets y asociados S.L.U.,SANA,Construccion
4042,V39039152,Rebeca Berenguer Iglesias S.A.,SANA,Transporte
4043,P23434328,Samanta Sacristán Murcia S.Com.,SANA,Construccion
4044,W88232723,Francisco & Asociados S.L.N.E,SANA,Tecnologia
4045,J10012470,Ariza y Osorio S.L.N.E,SANA,Transporte
4046,Q57902263,Telmo Cortina Plana S.Com.,SANA,Transporte
4047,F13610372,Hermanos Andreu S.A.,FRAUDE_CARRUSEL,Construccion
4048,A99563301,Minería Querol & Asociados S.L.,SANA,Comercio
4049,G33094606,Ordóñez & Asociados S.L.,SANA,Tecnologia
4050,H16067200,Talleres Bernat S.L.L.,SANA,Tecnologia
4051,G38061024,Hermanos Perez S.L.,FRAUDE_MAQUILLAJE,Tecnologia
4052,E49594225,Porras y asociados S.Coop.,SANA,Transporte
4053,B98806672,Marcela Heras Serna S.L.N.E,SANA,Transporte
4054,H93033289,Hnos Bilbao S.L.U.,SANA,Tecnologia
4055,B25821079,Comercial Abellán S.Coop.,SANA,Tecnologia
4056,Q94172039,Alondra Bernat Mayol S.A.,SANA,Comercio
4057,S30660064,Hermanos Moliner S.L.,SANA,Construccion
4058,F73582971,Transportes Avanzadas S.Coop.,SANA,Transporte
4059,A33001583,Minería NICQ S.Coop.,SANA,Comercio
4060,B81542030,Inversiones Ibérica S.A.,SANA,Tecnologia
4061,S24565901,Pi y Caparrós S.L.L.,SANA,Construccion
4062,F38425325,Beltrán y Rodriguez S.L.,SANA,Construccion
4063,E65707449,Supermercados Daza y asociados S.L.,SANA,Construccion
4064,S40770370,Hermanos Requena S.L.L.,SANA,Tecnologia
4065,J79828365,Banca Privada Ibéricos S.A.,SANA,Comercio
4066,U31125488,Barros y asociados S.A.,SANA,Tecnologia
4067,U67027276,Logística Sacristán & Asociados S.L.U.,SANA,Tecnologia
4068,U47470286,Comercial JXFE S.L.L.,SANA,Comercio
4069,J91373700,Suministros AD S.Com.,SANA,Tecnologia
4070,A36342866,Farmaceútica Internacionales S.Com.,SANA,Transporte
4071,N60402263,Juanito Serrano Baños S.Com.,SANA,Transporte
4072,C88034525,Transportes Navas & Asociados S.L.L.,SANA,Construccion
4073,E17219866,Alimentación Larrea y asociados S.A.,SANA,Tecnologia
4074,D85170631,Hotel Landa y asociados S.Coop.,SANA,Transporte
4075,R97195255,Grupo Díez S.L.N.E,SANA,Tecnologia
4076,B79518667,Cañellas y Baró S.L.,FRAUDE_MAQUILLAJE,Tecnologia
4077,H26968753,Alimentación DMSG S.L.,SANA,Tecnologia
4078,B78238437,Despacho Globales S.A.,SANA,Construccion
4079,H82343742,Macias y Mariño S.A.,SANA,Construccion
4080,P80474490,Prat y Gascón S.A.,SANA,Construccion
4081,J45049643,Construcción Rius S.Com.,SANA,Comercio
4082,E33932371,Mateo & Asociados S.Coop.,SANA,Construccion
4083,S75834916,Hnos Hernández S.Com.,SANA,Tecnologia
4084,E39596058,Porta & Asociados S.A.T.,SANA,Construccion
4085,W29840362,Hotel FM S.L.,SANA,Transporte
4086,C66656310,Instalaciones KIK S.L.,SANA,Construccion
4087,P71860844,Casas & Asociados S.Com.,SANA,Tecnologia
4088,J55322842,Banco UE S.L.N.E,SANA,Construccion
4089,B11547478,Inmobiliaria del Sur S.C.P,SANA,Construccion
4090,A14073160,Alimentación Ibéricos S.L.,SANA,Construccion
4091,P32135715,Supermercados Herrera y asociados S.L.L.,SANA,Construccion
4092,C35558010,Promociones USZ S.Com.,SANA,Transporte
4093,D68918771,Toribio Campo Alonso S.C.P,SANA,Comercio
4094,B94670720,Banco Izaguirre & Asociados S.A.,SANA,Construccion
4095,E57424065,Industrias Segovia S.Coop.,SANA,Comercio
4096,R25456185,Valeria Rojas Orozco S.L.,SANA,Comercio
4097,N45004529,Esteve y asociados S.L.N.E,SANA,Tecnologia
4098,C83252711,Hermanos Peña S.Coop.,SANA,Tecnologia
4099,V48545157,Narcisa Benito Cuenca S.Coop.,FRAUDE_CARRUSEL,Transporte
4100,W20281598,Hermanos Bermúdez S.Com.,SANA,Tecnologia
4101,F48785862,Inversiones Cerro & Asociados S.L.L.,SANA,Construccion
4102,P60928280,Sáenz y Padilla S.L.U.,SANA,Transporte
4103,B78067673,Consultoría Ochoa S.A.,FRAUDE_MAQUILLAJE,Transporte
4104,U13523397,Emelina Flores Marin S.A.T.,SANA,Construccion
4105,B10375217,Manufacturas Maldonado S.A.,SANA,Comercio
4106,H60720307,Sigfrido Ribera Borja S.Com.,SANA,Comercio
4107,P21903576,Salvà & Asociados S.Com.,SANA,Comercio
4108,W46920520,Servicios Sales y asociados S.Com.,SANA,Tecnologia
4109,R60696877,Candelario Parejo Garmendia S.Com.,SANA,Construccion
4110,H65428217,Promociones del Noroeste S.A.,SANA,Tecnologia
4111,J78676872,Alicia Llopis Iborra S.Coop.,SANA,Tecnologia
4112,P59602348,Construcción Riera S.A.,SANA,Construccion
4113,Q51624456,Servicios Casas S.Com.,SANA,Tecnologia
4114,R15620119,Perlita Valenciano Calderón S.A.,SANA,Construccion
4115,V17118468,Lago y asociados S.L.L.,SANA,Transporte
4116,G42264580,Banca Privada MM S.Coop.,SANA,Transporte
4117,U92958783,Macario Montesinos Marin S.A.,SANA,Comercio
4118,A93805299,Regina Giralt Carrera S.Com.,SANA,Tecnologia
4119,E18658992,Consultoría GGV S.L.L.,SANA,Construccion
4120,J16306434,Comercializadora JRG S.L.N.E,SANA,Construccion
4121,R43932270,Perlita Gras Terrón S.Com.,SANA,Construccion
4122,W10667294,Jurado y Grau S.L.,SANA,Comercio
4123,J96406343,Talleres Castellana S.A.,SANA,Tecnologia
4124,V76900453,Raya y Esteve S.L.,SANA,Tecnologia
4125,W36018939,Fábrica Iberia S.Com.,SANA,Transporte
4126,G80910084,Servicios Cañas & Asociados S.L.N.E,SANA,Construccion
4127,R45943432,Servicios Vidal S.A.,SANA,Tecnologia
4128,E18795362,Acevedo y Río S.Com.,SANA,Tecnologia
4129,R93090797,Promociones del Noroeste S.L.N.E,SANA,Comercio
4130,F80024539,Edelmiro Garay Morata S.L.,SANA,Comercio
4131,S49941414,Supermercados HGAX S.L.N.E,SANA,Tecnologia
4132,A42576819,Quintero y Ferrero S.C.P,SANA,Transporte
4133,E59426552,Escrivá y Valenciano S.Coop.,SANA,Transporte
4134,G23971111,Hnos Quirós S.A.,SANA,Comercio
4135,J21028439,Hnos Batalla S.L.,FRAUDE_MAQUILLAJE,Transporte
4136,B62369622,Galo Carrera Ferrer S.A.,SANA,Comercio
4137,R31028161,Suministros Alberto y asociados S.L.,SANA,Comercio
4138,Q49005267,Menendez & Asociados S.L.,SANA,Construccion
4139,F64127215,Manufacturas Téllez y asociados S.L.,SANA,Tecnologia
4140,Q55624728,Minería Carrión S.Com.,SANA,Tecnologia
4141,N35725787,Llabrés & Asociados S.L.,SANA,Construccion
4142,C73059790,Infraestructuras Blázquez y asociados S.A.,SANA,Transporte
4143,N65189205,Banca Privada Avanzadas S.Coop.,SANA,Comercio
4144,N78851029,Instalaciones Granados S.A.,SANA,Construccion
4145,H24625059,Ocaña & Asociados S.Coop.,FRAUDE_MAQUILLAJE,Comercio
4146,H84637179,Hnos Villanueva S.A.,SANA,Tecnologia
4147,J54500052,Tecnologías Rueda y asociados S.A.,SANA,Tecnologia
4148,U91885596,Comercializadora Cabañas & Asociados S.Coop.,FRAUDE_CARRUSEL,Construccion
4149,P15038665,Industrias Españolas S.A.,FRAUDE_MAQUILLAJE,Comercio
4150,B49107858,Minería VCWQ S.L.L.,SANA,Tecnologia
4151,G39008943,Soluciones AZ S.L.N.E,SANA,Tecnologia
4152,Q36082385,Josep Coello Álamo S.A.,SANA,Comercio
4153,P26398778,Familia Mínguez S.A.,SANA,Transporte
4154,H28980544,Servicios OJF S.Coop.,SANA,Construccion
4155,C22693626,Pol y asociados S.L.N.E,SANA,Transporte
4156,W72605861,Meléndez y asociados S.C.P,SANA,Construccion
4157,B91397212,Grupo Vélez S.Com.,SANA,Tecnologia
4158,H89633754,Instalaciones Iberia S.Com.,SANA,Construccion
4159,G76113110,Miguel Ángel Acosta Aller S.Coop.,SANA,Tecnologia
4160,E64357442,Inversiones Armas S.Com.,SANA,Comercio
4161,H15262830,Hnos Ojeda S.Coop.,SANA,Transporte
4162,B20313372,Sancho y asociados S.A.,SANA,Construccion
4163,W76661435,Roldan y Perera S.Com.,SANA,Comercio
4164,R22791995,Ramírez y Borrego S.Com.,SANA,Transporte
4165,W64653122,Moya & Asociados S.L.N.E,SANA,Construccion
4166,A34807303,Elodia Cañete Melero S.Coop.,SANA,Tecnologia
4167,A13945762,Finanzas OG S.L.N.E,SANA,Construccion
4168,P65703402,Minería del Noroeste S.A.,SANA,Construccion
4169,E90154379,Hermanos Sebastián S.A.,SANA,Construccion
4170,H60639157,Luján y Folch S.A.,FRAUDE_MAQUILLAJE,Comercio
4171,V95474336,Iglesia y Busquets S.A.,SANA,Transporte
4172,J48070748,Lorena Valdés Mendez S.L.N.E,SANA,Construccion
4173,S10412599,Hnos Arce S.L.L.,SANA,Tecnologia
4174,R59379352,Borrás y Machado S.A.,SANA,Comercio
4175,E17777252,Restauración YCX S.L.,SANA,Construccion
4176,N91026089,Baltasar Baeza Morata S.Coop.,FRAUDE_MAQUILLAJE,Construccion
4177,D80593346,Familia Mínguez S.L.,SANA,Comercio
4178,D82374135,Ágata Cuevas Peiró S.Com.,SANA,Comercio
4179,H41051205,Transportes Páez S.L.N.E,SANA,Transporte
4180,W74068414,Comercial Nogués S.L.,FRAUDE_MAQUILLAJE,Comercio
4181,A88726359,Monreal y Díez S.L.N.E,SANA,Tecnologia
4182,S36132987,Distribuciones QCT S.Coop.,SANA,Tecnologia
4183,F38935409,Tena y Arroyo S.Com.,FRAUDE_CARRUSEL,Tecnologia
4184,C42231365,Manufacturas Hurtado & Asociados S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
4185,J54988610,Inversiones IP S.Com.,SANA,Comercio
4186,S20300489,Verdú y Fabra S.A.T.,SANA,Construccion
4187,J14896647,Manufacturas Inteligentes S.L.N.E,SANA,Comercio
4188,E79750301,Banca Privada Avanzadas S.A.,SANA,Transporte
4189,B59235889,Calderón & Asociados S.A.,SANA,Construccion
4190,P41896662,Hotel Nieto S.L.N.E,FRAUDE_CARRUSEL,Transporte
4191,R67535049,Inversiones Iberia S.Com.,SANA,Transporte
4192,B79704534,Minería AEE S.L.,SANA,Construccion
4193,D27285424,Minería Mariño & Asociados S.Coop.,SANA,Transporte
4194,A15658420,Hermanos Alcolea S.Com.,SANA,Tecnologia
4195,B79827653,Puente y asociados S.L.N.E,SANA,Tecnologia
4196,Q62424067,Supermercados Tello S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
4197,C13660053,Ferrera & Asociados S.Com.,SANA,Transporte
4198,E71153456,Logística Pavón S.Coop.,SANA,Construccion
4199,P38568706,Hermanos Lucena S.L.L.,SANA,Construccion
4200,F39340542,Rios y Gallo S.A.,SANA,Comercio
4201,P57754042,Hnos Ariño S.C.P,SANA,Construccion
4202,S78326999,Desarrollo Torralba S.C.P,SANA,Tecnologia
4203,S86778111,Hnos Rocha S.Coop.,SANA,Construccion
4204,V94071070,Tecnologías del Levante S.C.P,SANA,Transporte
4205,S85345921,Hotel Avanzadas S.Com.,SANA,Tecnologia
4206,G80396142,Comercial del Mediterráneo S.L.,SANA,Comercio
4207,N15414590,Hotel Saavedra S.A.U,SANA,Construccion
4208,H50803020,Tecnologías Pavón & Asociados S.L.L.,FRAUDE_CARRUSEL,Construccion
4209,W70053039,Bastida y Baró S.Coop.,SANA,Tecnologia
4210,P50055973,Grupo Estevez S.L.N.E,SANA,Tecnologia
4211,V99537557,Alimentación Rozas S.L.,FRAUDE_CARRUSEL,Tecnologia
4212,S16190199,Industrias TZVM S.Com.,SANA,Tecnologia
4213,H96588631,Promociones Zaragoza S.Coop.,SANA,Comercio
4214,D17167272,Abigaíl Sancho Reina S.A.T.,SANA,Construccion
4215,Q70603852,Marí y Saez S.L.N.E,SANA,Construccion
4216,B78102004,Familia Lago S.Com.,SANA,Comercio
4217,C48835846,Belén Guardiola Ramírez S.Coop.,FRAUDE_CARRUSEL,Comercio
4218,F12117054,Fábrica Castellana S.Coop.,SANA,Transporte
4219,J88235393,Bautista Sotelo Jover S.L.,SANA,Tecnologia
4220,R90242117,Hermanos Vives S.A.,SANA,Transporte
4221,R98150338,Ferrán & Asociados S.L.N.E,SANA,Comercio
4222,U22033247,Ascensión Navarro Oliveras S.Coop.,SANA,Comercio
4223,E81841998,Farmaceútica Lobato S.L.U.,SANA,Comercio
4224,R95466762,Grupo Tejero S.L.,SANA,Tecnologia
4225,E54339337,Industrias BM S.Coop.,SANA,Construccion
4226,N12855262,Zabala y Navarrete S.Com.,SANA,Comercio
4227,G33504699,Huertas y Palma S.Coop.,SANA,Tecnologia
